origin,horizon,window_length,ridge,validation_raw_rmse,validation_w2,n_validation_targets,validation_target_start,validation_target_stop
2,4,24,1e-06,0.6023700306595408,41.5944326460986,54,213,267
2,4,24,0.0001,0.6013378593521621,41.34376068540014,54,213,267
2,4,24,0.001,0.5809765556705418,38.22532633875531,54,213,267
2,4,24,0.01,0.42941598726890035,22.156920647181906,54,213,267
2,4,24,0.1,0.37053585102868447,17.556005220428798,54,213,267
2,4,24,1.0,0.39888919385330107,19.50183770762275,54,213,267
2,4,24,10.0,0.39939237661033866,19.497662761320285,54,213,267
2,4,48,1e-06,0.4594073623249506,26.977788452893694,54,213,267
2,4,48,0.0001,0.4456653273299335,25.345774011403847,54,213,267
2,4,48,0.001,0.3803870998746242,18.968861322227667,54,213,267
2,4,48,0.01,0.3399972848606115,15.900658013369972,54,213,267
2,4,48,0.1,0.35947080767186246,16.588309261232844,54,213,267
2,4,48,1.0,0.391816569629474,18.753836766888963,54,213,267
2,4,48,10.0,0.3914688058748662,18.688141621848462,54,213,267
2,4,72,1e-06,0.5576878266057206,36.480597777223586,54,213,267
2,4,72,0.0001,0.534350299460557,33.26751536429562,54,213,267
2,4,72,0.001,0.4209295222502306,21.603357157559028,54,213,267
2,4,72,0.01,0.3566658263665763,16.7674488966089,54,213,267
2,4,72,0.1,0.3775669591950927,17.77017268800383,54,213,267
2,4,72,1.0,0.4041717524276854,19.674733679677995,54,213,267
2,4,72,10.0,0.40318600241688957,19.554078064223997,54,213,267
2,5,24,1e-06,0.6023401107870229,41.59100787976489,54,213,267
2,5,24,0.0001,0.5986483210823673,41.035572003200805,54,213,267
2,5,24,0.001,0.5711298232456571,37.10389454018224,54,213,267
2,5,24,0.01,0.43860651606345324,22.85615874315158,54,213,267
2,5,24,0.1,0.37761499712247093,17.817001460694684,54,213,267
2,5,24,1.0,0.3904764464534808,18.724078139525236,54,213,267
2,5,24,10.0,0.3909141646002107,18.76523940182442,54,213,267
2,5,48,1e-06,0.45939804907656373,26.97640895605257,54,213,267
2,5,48,0.0001,0.44557735148963795,25.283904479431946,54,213,267
2,5,48,0.001,0.37826327172749996,18.45313313123634,54,213,267
2,5,48,0.01,0.34723566580969334,15.903030371325283,54,213,267
2,5,48,0.1,0.375025342375976,17.413319575342584,54,213,267
2,5,48,1.0,0.3915429445194005,18.67442684240164,54,213,267
2,5,48,10.0,0.39189415052687243,18.714858809769627,54,213,267
2,5,72,1e-06,0.5576147764253062,36.47443722569298,54,213,267
2,5,72,0.0001,0.5312578415726817,32.92248606288282,54,213,267
2,5,72,0.001,0.4217211544394314,21.75416977558559,54,213,267
2,5,72,0.01,0.36204963911018345,17.04657822277841,54,213,267
2,5,72,0.1,0.3867797581689492,18.27216988663671,54,213,267
2,5,72,1.0,0.40134709133313745,19.418443883289005,54,213,267
2,5,72,10.0,0.40128788203493776,19.422905187855584,54,213,267
3,3,24,1e-06,0.6690747059772021,45.02660048963739,54,256,310
3,3,24,0.0001,0.6658819352314389,44.50809179575778,54,256,310
3,3,24,0.001,0.6372884434868937,40.301960786848625,54,256,310
3,3,24,0.01,0.48678865861132653,23.92167917227812,54,256,310
3,3,24,0.1,0.38572273615551395,16.224367812766438,54,256,310
3,3,24,1.0,0.3968817886583744,16.712537340432256,54,256,310
3,3,24,10.0,0.4008928109067085,16.77328437158331,54,256,310
3,3,48,1e-06,0.657396692438552,39.03091712643676,54,256,310
3,3,48,0.0001,0.6478294607219829,37.33349837620823,54,256,310
3,3,48,0.001,0.5397048863288565,26.075754012674754,54,256,310
3,3,48,0.01,0.3883610423923644,16.307842699490944,54,256,310
3,3,48,0.1,0.3866922771954818,16.09204544078776,54,256,310
