origin,horizon,source_index,target_index,method,window_length,ridge,min_pred_eig,reference_residual,reference_refreshed,reference_fallback
1,3,227,230,local_bwar,48.0,0.01,0.08434780929442637,1.0631821645568128e-10,1.0,0.0
1,3,228,231,local_bwar,48.0,0.01,0.1339234747936228,1.1040051694190929e-10,1.0,0.0
1,3,229,232,local_bwar,48.0,0.01,0.11249593912699661,1.0944881147254035e-10,1.0,0.0
1,3,230,233,local_bwar,48.0,0.01,0.11901804046636906,1.107483081651525e-10,1.0,0.0
1,3,231,234,local_bwar,48.0,0.01,0.06590072414577876,6.749373691430928e-11,1.0,0.0
1,3,232,235,local_bwar,48.0,0.01,0.07851757695719314,8.971006627263896e-10,1.0,0.0
1,3,233,236,local_bwar,48.0,0.01,0.10350877844007961,6.036738771358502e-10,1.0,0.0
1,3,234,237,local_bwar,48.0,0.01,0.07538245042972731,4.814975875371643e-10,1.0,0.0
1,3,235,238,local_bwar,48.0,0.01,0.10258788109130741,4.95271465943576e-10,1.0,0.0
1,3,236,239,local_bwar,48.0,0.01,0.10316378505241228,5.374929112250832e-10,1.0,0.0
1,3,237,240,local_bwar,48.0,0.01,0.09326870397994826,5.49318038955511e-10,1.0,0.0
1,3,238,241,local_bwar,48.0,0.01,0.04577542945410126,5.965624315113499e-10,1.0,0.0
1,3,239,242,local_bwar,48.0,0.01,0.08743847565320641,6.872107103968496e-10,1.0,0.0
1,3,240,243,local_bwar,48.0,0.01,0.10877903146016221,7.048620126013557e-10,1.0,0.0
1,3,241,244,local_bwar,48.0,0.01,0.11469593157366977,7.01855277196794e-10,1.0,0.0
1,3,242,245,local_bwar,48.0,0.01,0.05824779803935558,7.427804596105751e-10,1.0,0.0
1,3,243,246,local_bwar,48.0,0.01,0.09380219074651971,8.709688984947927e-10,1.0,0.0
1,3,244,247,local_bwar,48.0,0.01,0.13037839699196271,8.323485887976386e-10,1.0,0.0
1,3,245,248,local_bwar,48.0,0.01,0.09217829219748501,8.21848967338148e-10,1.0,0.0
1,3,246,249,local_bwar,48.0,0.01,0.06238834619546109,7.915324230532879e-10,1.0,0.0
1,3,247,250,local_bwar,48.0,0.01,0.04654792747394618,7.877196254345386e-10,1.0,0.0
1,3,248,251,local_bwar,48.0,0.01,0.09037265430824497,8.002242298790293e-10,1.0,0.0
1,3,249,252,local_bwar,48.0,0.01,0.07379912256913539,7.736897326248355e-10,1.0,0.0
1,3,250,253,local_bwar,48.0,0.01,0.10308631904437911,7.271139755316979e-10,1.0,0.0
1,3,251,254,local_bwar,48.0,0.01,0.10706250928924443,6.482790327901598e-10,1.0,0.0
1,3,252,255,local_bwar,48.0,0.01,0.07059064231540943,7.946359774128635e-10,1.0,0.0
1,3,253,256,local_bwar,48.0,0.01,0.0722543678654876,9.950603123167677e-10,1.0,0.0
1,3,254,257,local_bwar,48.0,0.01,0.0705121359936165,4.618431963327881e-11,1.0,0.0
1,3,255,258,local_bwar,48.0,0.01,0.08526971817636486,4.3002850926373375e-11,1.0,0.0
1,3,256,259,local_bwar,48.0,0.01,0.10831416169228981,4.291580366357503e-11,1.0,0.0
